7/31/13 2:12:21 PM EDT,2432,764
7/31/13 2:12:21 PM EDT,2436,779
7/31/13 2:12:21 PM EDT,2443,769
7/31/13 2:12:21 PM EDT,2460,761
7/31/13 2:12:21 PM EDT,2461,770
7/31/13 2:12:21 PM EDT,2471,768
7/31/13 2:12:21 PM EDT,2472,772
7/31/13 2:12:21 PM EDT,2473,765
7/31/13 2:12:21 PM EDT,2474,772
7/31/13 2:12:21 PM EDT,2475,765
7/31/13 2:12:21 PM EDT,2476,768
7/31/13 2:12:21 PM EDT,2477,775
7/31/13 2:12:21 PM EDT,2478,766
7/31/13 2:12:21 PM EDT,2479,758
7/31/13 2:12:21 PM EDT,2480,757
7/31/13 2:12:21 PM EDT,2481,778
7/31/13 2:12:21 PM EDT,2482,763
7/31/13 2:12:21 PM EDT,2483,778
7/31/13 2:12:21 PM EDT,2484,774
7/31/13 2:12:21 PM EDT,2485,794
7/31/13 2:12:21 PM EDT,2486,769
7/31/13 2:12:21 PM EDT,2487,777
7/31/13 2:12:21 PM EDT,2488,762
7/31/13 2:12:21 PM EDT,2489,778
7/31/13 2:12:21 PM EDT,2490,763
